model_name,year,can_be_branded,car_cnt,car_sticker_cnt,trips_success_cnt,trips_cancel_cnt,trips_defect_cnt,trips_rated_cnt,bad_car_model_tag_cnt,dissapointed_car_model_tag_cnt
model_117,year_18,1,3,0,390,36,4,110,1,0
model_117,year_19,0,1,0,2,0,0,1,0,0
model_117,year_21,1,4,0,490,32,5,171,1,0
model_117,year_22,1,2,0,1565,153,6,435,4,0
model_117,year_23,0,7,0,2256,120,20,770,0,0
model_117,year_24,0,1,0,1,0,0,0,0,0
model_117,year_25,1,3,0,458,38,0,198,0,0
model_117,year_26,1,1,0,47,15,0,21,0,0
model_117,year_27,1,1,0,38,3,0,16,0,0
model_117,year_28,1,4,0,1051,128,20,334,2,1
model_117,year_29,1,1,0,6,3,0,2,0,0
model_117,year_31,1,5,0,600,71,3,193,2,0
model_117,year_32,1,2,0,5,0,0,2,0,0
model_117,year_33,1,1,0,2028,115,12,735,1,0
model_117,year_34,1,1,0,4,0,0,2,0,0
model_117,year_36,1,1,0,2,0,0,0,0,0
model_117,year_37,1,1,0,18,3,0,7,0,0
model_54,year_24,0,1,0,83,21,0,28,0,0
model_54,year_25,0,1,0,706,131,3,273,3,0
model_54,year_27,1,1,0,420,66,3,141,0,0
model_189,year_26,1,1,0,1,0,0,0,0,0
model_527,year_20,0,1,1,1011,113,16,268,1,0
model_527,year_22,0,1,0,35,3,0,8,0,0
model_527,year_23,0,1,0,85,23,1,17,0,0
model_527,year_25,1,2,0,126,13,0,36,0,0
model_527,year_26,1,2,0,3277,320,8,1024,4,1
model_527,year_29,1,2,0,652,119,0,178,1,0
model_527,year_30,1,1,0,28,5,0,9,0,0
model_527,year_32,1,2,0,667,52,5,187,1,0
model_182,year_5,0,1,0,10,2,0,2,0,0
model_182,year_8,0,3,0,1022,104,11,256,8,3
model_182,year_9,0,1,0,280,31,4,75,1,0
model_182,year_10,0,1,0,278,37,15,89,1,0
model_182,year_11,0,1,0,13,4,0,1,0,0
model_182,year_12,0,1,0,35,2,0,3,0,0
model_182,year_13,0,3,0,39,7,0,9,0,0
model_182,year_14,0,1,0,4,0,0,0,0,0
model_182,year_15,0,2,0,189,64,2,44,0,1
model_182,year_16,0,3,0,299,49,2,73,1,0
model_182,year_19,0,1,0,67,11,0,19,0,1
model_414,year_13,0,2,0,10,1,0,3,0,0
model_414,year_14,0,1,0,4,4,0,2,0,0
model_414,year_16,0,1,0,1,1,0,1,0,0
model_414,year_17,0,3,0,1097,162,12,323,2,2
model_156,year_9,0,2,0,185,17,2,42,0,1
model_45,year_19,1,3,0,415,34,2,119,2,0
model_45,year_20,1,3,0,1668,394,31,490,4,2
model_45,year_21,1,3,1,1406,220,24,332,10,4
model_45,year_22,1,3,1,1848,210,20,543,2,2
model_45,year_23,1,3,0,404,44,5,121,1,0
model_45,year_27,1,1,0,40,8,0,8,0,0
model_45,year_30,1,2,0,132,17,0,37,0,0
model_45,year_31,1,1,0,462,68,3,123,3,0
model_45,year_32,1,1,0,1055,100,3,262,4,0
model_491,year_2,0,1,0,183,54,0,38,0,0
model_491,year_14,0,1,0,472,53,5,156,0,0
model_491,year_15,0,1,0,29,2,0,5,0,0
model_59,year_18,1,1,0,10,2,0,2,0,0
model_227,year_7,0,1,0,420,65,2,107,3,0
model_227,year_15,0,1,0,306,23,0,89,0,0
model_227,year_18,1,2,0,671,89,2,186,11,0
model_227,year_19,0,1,0,23,2,0,5,0,0
model_607,year_18,1,1,0,37,1,0,10,0,0
model_199,year_28,1,1,0,1,0,0,0,0,0
model_403,year_2,0,1,0,172,20,1,39,1,0
model_403,year_3,0,1,0,9,3,0,1,0,0
model_403,year_4,0,1,0,1067,206,3,341,3,0
model_403,year_7,0,1,0,1,0,0,0,0,0
model_403,year_8,0,1,0,4,2,0,1,0,0
model_403,year_10,0,3,0,262,47,3,58,1,0
model_403,year_12,0,1,0,874,124,9,212,1,3
model_403,year_13,0,2,0,167,8,1,51,0,0
model_403,year_14,0,1,0,18,3,0,3,0,0
model_403,year_15,0,3,0,1267,180,11,333,5,1
model_403,year_16,0,11,1,6575,804,41,1893,12,1
model_403,year_17,1,7,2,2834,260,9,763,5,1
model_403,year_18,1,7,0,2039,229,7,610,6,0
model_403,year_19,1,5,1,1732,130,8,507,2,0
model_403,year_20,0,4,0,597,41,2,188,0,0
model_403,year_21,0,1,0,42,3,1,16,0,0
model_110,year_16,0,5,0,1825,265,18,460,1,1
model_110,year_17,1,8,0,2615,305,15,682,13,2
model_110,year_18,1,20,2,4098,614,32,1229,10,2
model_110,year_19,1,10,1,1134,128,7,320,7,0
model_110,year_20,1,4,0,649,153,5,178,2,0
model_110,year_21,1,5,0,1266,158,9,334,3,0
model_110,year_22,1,16,4,12331,1975,132,3543,30,10
model_110,year_23,1,8,0,1727,268,24,461,3,1
model_110,year_24,1,5,1,3039,317,17,870,7,2
model_110,year_25,1,11,5,9510,1239,56,2354,19,1
model_110,year_26,1,8,3,5454,705,45,1540,11,5
model_110,year_27,1,16,4,10055,904,93,3042,25,7
model_110,year_28,1,3,2,3052,206,8,893,3,0
model_110,year_29,1,4,0,1414,156,2,426,2,0
model_110,year_30,1,13,5,10553,1578,56,2935,28,0
model_110,year_31,1,4,1,1746,270,17,435,4,0
model_110,year_32,1,8,4,8444,1068,109,3273,25,6
model_110,year_33,1,6,2,3687,509,28,1101,6,2
model_290,year_21,0,1,1,191,46,7,62,2,1
model_290,year_25,0,1,0,1,0,0,1,0,0
model_290,year_26,1,2,0,61,8,0,19,0,0
model_290,year_31,1,1,0,1,6,0,0,0,0
model_290,year_32,1,1,0,11,3,1,2,0,0
model_49,year_18,0,2,0,147,19,0,28,1,0
model_49,year_19,0,2,0,1044,164,4,317,1,0
model_49,year_20,0,1,0,38,3,0,15,0,0
model_145,year_20,1,16,1,7052,961,85,1920,10,2
model_145,year_21,1,10,0,1338,193,12,442,0,0
model_145,year_22,1,2,0,42,5,0,10,0,0
model_145,year_23,1,5,2,1852,178,13,615,7,1
model_145,year_24,1,3,1,1406,312,19,409,0,0
model_145,year_25,0,2,1,3456,269,22,1009,3,1
model_145,year_26,1,1,0,1,0,0,0,0,0
model_145,year_27,1,4,0,1019,110,7,339,1,0
model_145,year_28,1,2,0,21,1,0,2,0,0
model_145,year_31,1,1,0,56,3,0,13,0,0
model_501,year_16,0,1,0,33,2,1,14,0,0
model_501,year_18,1,1,1,2054,137,7,618,1,0
model_501,year_19,0,1,0,133,14,1,34,0,0
model_501,year_20,0,1,0,883,58,3,276,1,0
model_501,year_23,0,1,0,36,11,1,14,0,0
model_501,year_24,0,2,0,295,54,5,93,1,0
model_501,year_25,0,2,1,740,70,1,197,1,0
model_501,year_26,1,1,0,2,1,0,0,0,0
model_501,year_27,1,1,0,15,2,1,8,0,0
model_560,year_23,0,1,0,1,1,0,0,0,0
model_560,year_27,0,1,0,1267,163,8,417,12,0
model_560,year_28,0,1,0,592,100,2,255,5,0
model_560,year_33,0,1,0,161,64,3,55,0,1
model_560,year_34,0,1,0,1088,113,12,324,7,1
model_379,year_29,0,1,0,4,1,0,0,0,0
model_68,year_30,1,1,0,4,0,0,2,0,0
model_295,year_15,0,1,0,1,0,0,0,0,0
model_295,year_18,0,3,1,1029,100,3,364,2,0
model_295,year_19,0,2,0,953,103,7,278,1,1
model_295,year_21,0,1,0,820,106,6,258,0,0
model_538,year_18,0,1,0,33,8,0,7,0,0
model_538,year_21,0,1,0,72,4,0,24,0,0
model_538,year_23,0,1,0,69,29,3,30,0,0
model_538,year_32,1,1,0,2,0,0,2,0,0
model_538,year_35,1,1,0,645,74,4,239,1,0
model_530,year_7,0,1,0,4,2,0,2,0,0
model_530,year_9,0,1,0,58,11,1,10,0,0
model_530,year_10,0,2,0,802,129,5,226,0,2
model_530,year_11,0,2,0,236,16,5,68,0,0
model_530,year_12,0,1,0,56,6,0,12,0,0
model_530,year_13,0,1,0,619,53,6,186,3,5
model_530,year_14,0,1,0,1131,79,5,393,0,1
model_530,year_15,0,3,0,624,42,13,192,2,1
model_530,year_16,0,2,0,1329,89,7,463,2,0
model_530,year_17,0,5,0,1033,131,7,311,0,0
model_530,year_18,0,5,0,2402,211,29,729,2,0
model_530,year_19,0,3,0,336,43,1,110,0,0
model_530,year_20,0,5,0,655,64,1,184,2,0
model_530,year_21,0,1,0,218,27,2,80,0,0
model_530,year_22,0,2,0,229,61,1,68,0,0
model_530,year_23,0,5,0,939,91,11,285,2,1
model_530,year_24,0,2,0,482,56,0,162,0,0
model_530,year_25,1,7,0,664,148,4,206,2,0
model_530,year_26,1,2,0,20,2,0,0,0,0
model_530,year_27,1,6,0,113,8,0,44,0,0
model_530,year_28,1,2,0,157,18,0,58,0,0
model_530,year_29,1,2,0,578,34,2,181,0,0
model_530,year_30,0,1,0,150,24,4,46,0,0
model_530,year_31,0,1,0,107,26,0,22,0,0
model_530,year_32,1,1,0,399,56,3,128,0,0
model_573,year_28,0,1,0,2,0,0,0,0,0
model_579,year_23,0,1,0,30,1,0,12,0,0
model_579,year_25,0,4,0,1755,171,11,538,6,0
model_579,year_27,1,4,0,1387,113,5,563,1,2
model_579,year_28,1,1,0,131,6,1,38,0,0
model_579,year_29,1,2,0,19,4,0,4,0,0
model_330,year_17,0,1,0,11,2,0,2,0,0
model_330,year_18,0,2,0,238,22,5,79,0,1
model_330,year_20,0,1,0,94,8,0,38,0,0
model_330,year_23,0,4,1,1035,89,6,307,0,0
model_330,year_24,0,6,0,1430,114,8,436,1,0
model_330,year_25,0,12,0,1911,179,14,644,1,0
model_330,year_26,1,7,2,2363,202,8,887,4,1
model_330,year_27,1,10,0,1793,231,18,601,4,1
model_330,year_28,1,4,0,1118,93,18,439,1,0
model_330,year_29,1,8,2,2601,262,7,875,4,0
model_330,year_30,1,18,2,10110,796,84,3411,8,1
model_330,year_31,1,9,2,4011,346,13,1259,5,0
model_330,year_32,1,3,0,991,128,14,255,1,0
model_497,year_10,0,1,0,65,8,0,21,0,0
model_497,year_12,0,2,1,1030,89,9,416,0,1
model_497,year_13,0,2,0,234,31,0,56,0,0
model_497,year_14,0,5,0,835,92,5,236,2,0
model_497,year_15,0,4,0,153,15,1,44,0,0
model_497,year_16,0,4,0,295,42,2,97,1,0
model_497,year_17,0,7,0,3047,272,27,968,3,1
model_497,year_18,0,5,0,1283,116,8,409,3,1
model_497,year_19,1,6,0,575,46,0,171,0,0
model_497,year_20,0,6,0,845,81,4,278,2,0
model_497,year_21,0,3,0,393,100,8,194,3,1
model_497,year_22,0,4,0,532,36,9,182,0,2
model_497,year_23,1,14,1,4254,474,35,1538,4,0
model_497,year_24,0,5,0,1095,118,9,384,2,1
model_497,year_25,1,12,0,1798,265,10,514,4,0
model_497,year_26,1,5,0,1059,95,1,340,1,0
model_497,year_27,1,6,0,413,37,1,135,0,0
model_497,year_28,1,4,0,942,187,6,343,0,0
model_497,year_29,1,1,0,822,44,10,273,3,1
model_497,year_30,1,2,0,100,6,0,47,0,0
model_497,year_31,1,3,2,3422,415,40,1119,7,0
model_497,year_32,0,1,0,936,84,7,312,0,0
model_480,year_16,0,1,0,1720,167,27,585,2,2
model_107,year_26,1,1,0,10,1,0,1,0,0
model_107,year_28,0,1,0,1,0,0,0,0,0
model_296,year_21,0,2,0,18,2,0,8,0,0
model_296,year_26,1,1,0,15,0,0,4,0,0
model_7,year_14,0,1,0,11,0,0,8,0,0
model_7,year_17,1,2,0,68,9,0,31,0,0
model_7,year_20,0,1,0,8,1,0,3,0,0
model_7,year_25,0,3,0,350,38,5,115,0,0
model_7,year_26,1,1,0,32,2,0,9,0,0
model_7,year_27,1,33,5,14413,1500,102,4712,11,2
model_7,year_28,1,96,26,51423,5425,371,16916,42,6
model_7,year_29,1,137,27,67916,6907,405,22559,57,7
model_7,year_30,1,127,30,76939,8122,548,25252,71,9
model_7,year_31,1,87,15,52995,5373,448,18171,64,15
model_7,year_32,1,84,23,62450,6787,443,20918,47,12
model_7,year_33,1,46,7,20922,2249,137,6988,15,1
model_7,year_34,1,49,16,33734,3535,241,11821,45,5
model_7,year_35,1,74,19,47838,5025,329,15370,41,6
model_7,year_36,1,124,44,98263,10931,610,31417,115,14
model_7,year_37,1,36,13,24734,3063,140,8113,21,2
model_459,year_35,1,1,0,553,68,3,195,1,0
model_55,year_15,0,1,0,2,0,0,0,0,0
model_55,year_24,0,1,0,2,1,0,0,0,0
model_185,year_25,0,2,0,199,30,1,68,0,0
model_185,year_26,1,2,0,116,10,0,31,0,0
model_185,year_27,1,2,0,317,31,1,115,0,0
model_185,year_28,1,1,0,36,0,0,11,0,0
model_185,year_29,1,3,0,380,53,1,145,1,0
model_185,year_31,1,2,1,2375,132,8,797,0,0
model_185,year_32,1,1,0,3,0,0,1,0,0
model_185,year_33,1,1,0,88,7,0,31,0,0
model_185,year_34,1,2,0,139,10,3,65,0,0
model_185,year_36,1,4,0,1423,133,5,456,1,0
model_185,year_37,1,1,0,1,2,0,0,0,0
model_493,year_21,0,1,0,124,16,0,51,0,0
model_493,year_23,0,2,0,8,2,0,1,0,0
model_493,year_24,0,1,0,2,0,0,1,0,0
model_493,year_25,0,2,0,793,70,10,315,1,0
model_504,year_21,0,1,0,84,9,0,25,0,0
model_504,year_23,0,1,0,46,8,1,15,0,0
model_504,year_26,0,1,0,13,2,0,3,0,0
model_232,year_22,0,1,0,332,48,0,124,1,0
model_232,year_25,0,1,0,355,35,2,135,5,0
model_232,year_27,1,1,0,6,0,1,3,0,0
model_220,year_10,0,1,0,12,1,0,2,0,0
model_220,year_11,0,1,0,60,9,0,8,0,0
model_78,year_21,0,1,0,39,4,0,16,0,0
model_78,year_22,0,1,0,2,0,0,1,0,0
model_78,year_23,0,1,0,228,55,1,76,0,0
model_78,year_24,0,4,0,494,24,1,157,0,1
model_333,year_18,0,1,0,61,18,0,29,0,0
model_333,year_19,0,1,0,389,60,0,164,1,0
model_333,year_23,0,1,0,19,2,0,2,0,0
model_333,year_25,0,3,0,1054,101,7,368,0,0
model_333,year_28,1,1,0,69,10,2,24,0,0
model_103,year_16,0,1,0,9,0,0,2,0,0
model_103,year_17,0,1,0,611,50,4,204,0,1
model_103,year_20,0,1,0,14,2,0,4,0,0
model_103,year_21,0,1,0,206,61,1,57,1,0
model_103,year_22,0,1,0,350,44,3,102,0,0
model_103,year_23,0,1,0,3,0,0,1,0,0
model_498,year_23,0,1,0,10,1,0,1,0,0
model_377,year_24,0,1,0,17,1,0,4,0,0
model_518,year_28,0,1,0,12,2,1,4,0,0
model_518,year_32,0,1,0,1553,101,3,567,2,2
model_521,year_25,0,2,0,923,78,7,300,1,0
model_521,year_26,0,6,1,3022,319,8,1034,4,1
model_521,year_27,0,9,1,2877,327,14,910,3,1
model_521,year_28,0,5,0,2257,206,23,799,4,3
model_478,year_27,0,4,0,624,83,2,186,0,0
model_478,year_28,1,9,1,2673,304,15,921,2,2
model_478,year_29,0,1,0,6,0,0,3,0,0
model_534,year_6,0,1,0,3,0,0,0,0,0
model_267,year_25,0,1,0,72,5,0,16,0,0
model_267,year_26,0,4,0,1392,181,15,443,2,1
model_267,year_27,0,13,0,2329,289,9,708,10,0
model_267,year_28,1,18,0,5808,652,42,1766,16,1
model_267,year_29,0,5,0,1616,125,17,537,5,0
model_267,year_34,0,1,1,168,34,4,54,1,0
model_396,year_26,1,3,0,458,33,2,141,0,0
model_451,year_24,0,2,0,3,1,0,0,0,0
model_451,year_25,0,1,0,7,1,0,3,0,0
model_77,year_29,1,5,0,800,62,3,252,2,2
model_77,year_30,1,1,0,960,183,20,519,4,2
model_246,year_34,1,1,0,681,56,5,287,1,0
